Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,TITLE,JOURNAL,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,ABSTRACT,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Mendiola, D; Alvarez, P; Cotano, U; Etxebeste, E; de Murguia, AM",,,,"Mendiola, D.; Alvarez, P.; Cotano, U.; Etxebeste, E.; de Murguia, A. Martinez",,,Effects of temperature on development and mortality of Atlantic mackerel fish eggs,FISHERIES RESEARCH,,,,,,,,,,,,"The development of Northeast Atlantic mackerel (Scomber scombrus) eggs, obtained from artificial fertilisation during the spawning season in the Biscay Bay area, was monitored at five temperatures (ranging from 8.6 to 17.8 degrees C). The times to intermediate stages (III-V) and total hatching, obtained in this study, agree with the results of previous studies undertaken some years ago. However, the times over stages IA, IB and 50% hatching indicate that development rates differed significantly between the studies; this could be related to an effect of the previous thermal history of the eggs, or to experimental biases. Daily mortality (Z) during the embryonic period was found to vary between 0.17 and 0.38, using traditional exponential decay models. The estimates of mortality rate were found to range consistently with those derived from previous studies on Northwest Atlantic mackerel eggs without predation. However, the shape of the survivorship-curve during the development pursued in this study has indicated that mortality is not constant in time. Similarly, the suitability of an exponential model to describe daily mortality should be considered. (c) 2006 Elsevier B.V. All rights reserved.",,,,,"ALVAREZ, PAULA miss/C-2897-2015; /ABH-2880-2020","ALVAREZ, PAULA miss/0000-0001-9399-4128; /0000-0003-1477-7059",,,,,,,,,,,,,0165-7836,1872-6763,,,,SEP,2006,80,2-3,,,,,158,168,,10.1016/j.fishres.2006.05.004,http://dx.doi.org/10.1016/j.fishres.2006.05.004,,,,,,,,,,,,,WOS:000239850600004,View Full Record in Web of Science
C,"Matsukawa, H; Kurokawa, K",,,IEEE,"Matsukawa, H; Kurokawa, K",,,Temperature fluctuation analysis of photovoltaic modules at short time interval,Conference Record of the Thirty-First IEEE Photovoltaic Specialists Conference - 2005,IEEE PHOTOVOLTAIC SPECIALISTS CONFERENCE,,,,31st IEEE Photovoltaic Specialists Conference,"JAN 03-07, 2005","Lake Buena Vista, FL","IEEE Electron Devices Soc,IEEE",,,,"Photovoltaic (PV) array temperature and ambient temperature change constantly, and the current of the array is influenced by the change of the irradiation and the temperature. Many past papers described models for estimating PV module temperature. However, those models dealt with fluctuation of PV module temperature as hourly value at steady state. In order to monitor the temperature in a second level interval, we have established experimental equipment that can monitor the temperature on the second time interval scale and established a model to simulate PV module temperature. This paper presents that fluctuation of the PV module temperature can be estimated by using a heat transfer model, and demonstrates that PV module temperature influences on the output voltage at a short time interval.",,,,,,,,,,,,,,,,,,,0160-8371,,0-7803-8707-4,,,,2005,,,,,,,1816,1819,,10.1109/PVSC.2005.1488505,http://dx.doi.org/10.1109/PVSC.2005.1488505,,,,,,,,,,,,,WOS:000230047400447,View Full Record in Web of Science
J,"Goutier, S; Nogues-Delbos, E; Vardelle, M; Fauchais, P",,,,"Goutier, S.; Nogues-Delbos, E.; Vardelle, M.; Fauchais, P.",,,Particle Temperature Fluctuations in Plasma Spraying,JOURNAL OF THERMAL SPRAY TECHNOLOGY,,,,,International Thermal Spray Conference (ITSC 2008),"JUN 02-04, 2008","Maastricht, NETHERLANDS","ASM Thermal Spray Soc,German Welding Soc,Int Inst Welding",,,,"In direct current (d.c.) plasma spray torches, the dynamic behavior of the arc attachment at the anode nozzle results in arc voltage fluctuations and correspondingly power fluctuations. The resulting plasma jet instabilities affect the treatment (heat and momentum) of particles injected in the plasma flow and, thus, the coating quality. However, it is not clear if the experimentally observed fluctuations of particle temperatures are a major phenomena and if their frequencies are always in unison with those of voltage. In this study, two online techniques are used to investigate, respectively, the time variation of particle temperatures and its correlation with voltage variations; the first technique makes it possible to analyze plasma voltage instabilities and the second one to investigate those of particle temperatures. Both allow determining the frequencies and amplitude variations of voltage and particle temperature. Experiments were carried out with three plasma torches (F4-type and two 3MB-type) using, respectively, argon-hydrogen (F4-type and 3MB) and nitrogen-hydrogen (3MB) mixtures (all with restrike mode for the voltage fluctuations) as plasma-forming gases. A good correlation between arc voltage and particle temperature fluctuations is observed when the plasma torch is operated with argon-hydrogen mixtures and high mass flow rate. However, it is not the case when the torch is operated with nitrogen-hydrogen mixtures even if the amplitudes of voltage fluctuations are two to three times higher than those obtained with Ar-H(2).",,,,,,"GOUTIER, Simon/0000-0003-3759-0406",,,,,,,,,,,,,1059-9630,,,,,DEC,2008,17,5-6,,,,,895,901,,10.1007/s11666-008-9270-5,http://dx.doi.org/10.1007/s11666-008-9270-5,,,,,,,,,,,,,WOS:000261411700044,View Full Record in Web of Science
J,"Moyen, NE; Somero, GN; Denny, MW",,,,"Moyen, Nicole E.; Somero, George N.; Denny, Mark W.",,,"Mussel acclimatization to high, variable temperatures is lost slowly upon transfer to benign conditions",JOURNAL OF EXPERIMENTAL BIOLOGY,,,,,,,,,,,,"Climate change is increasing the temperature variability animals face, and thermal acclimatization allows animals to adjust adaptively to this variability. Although the rate of heat acclimatization has received some study, little is known about how long these adaptive changes remain without continuing exposure to heat stress. This study explored the rate at which field acclimatization states are lost when temperature variability is minimized during constant submersion. California mussels (Mytilus califomianus) with different acclimatization states were collected from high- and low-zone sites (similar to 12 versus similar to 5 degrees C daily temperature ranges, respectively) and then kept submerged at 15 degrees C for 8 weeks. Each week, the cardiac thermal performance of mussels was measured as a metric of acclimatization state: critical (T-crit) and flatline (T-flat) temperatures were recorded. Over 8 weeks of constant submersion, the mean T(crit )of high-zone mussels decreased by 1.07 degrees C from baseline, but low-zone mussels' mean T-crit was unchanged. High- and low-zone mussels' mean maximum heart rate (HR) and resting HR decreased similar to 12 and 35%, respectively. T-flat was unchanged in both groups. These data suggest that T-crit and HR are more physiologically plastic in response to the narrowing of an animal's daily temperature range than T(flat )is, and that an animal's prior acclimatization state (high versus low) influences the acdimatory capacity of T-crit . Approximately 2 months were required for the cardiac thermal performance of the high-zone mussels to reach that of the low-zone mussels, suggesting that acclimatization to high and variable temperatures may persist long enough to enable these animals to cope with intermittent bouts of heat stress.",,,,,,"Somero, George/0000-0003-1431-6455; Moyen, Nicole/0000-0002-5311-0532; Denny, Mark/0000-0003-0277-9022",,,,,,,,,,,,,0022-0949,1477-9145,,,,JUL,2020,223,13,,,,,,,jeb222893,10.1242/jeb.222893,http://dx.doi.org/10.1242/jeb.222893,,,,,,,,32457061,,,,,WOS:000576693100018,View Full Record in Web of Science
J,"Carvalho, CP; Cardoso-Gustayson, P; Rodrigues, E; Braga, MR; Mercier, H; Nievola, CC",,,,"Carvalho, Camila Pereira; Cardoso-Gustayson, Poliana; Rodrigues, Edson; Braga, Marcia Regina; Mercier, Helenice; Nievola, Catarina Carvalho",,,"Low temperature acclimation and de-acclimation of the subtropical bromeliad Nidularium minutum: Implications of changes in the NO, sugar content and NR activity",ENVIRONMENTAL AND EXPERIMENTAL BOTANY,,,,,,,,,,,,"In tropical biomes, abrupt cold events frequently occur in subtropical regions and can be associated with large daily thermal fluctuations. The bromeliad Nidularium minutum Mez is a cold tolerant species from the Atlantic Rainforest, which grows in the subtropical latitude, where temperatures range from 2 to 30 degrees C. We hypothesized that N. minutum plants would implement rapid metabolic adjustments to ensure survival during sudden cold events that occur in seasons other than winter. N. minutum plants were cultivated at 10 degrees C. Under this condition, there was an observed increase in soluble sugar content and nitric oxide (NO) emission, as well as a high nitrate reductase (NR) activity observed within the 72 h of cold exposure, when compared with plants maintained at 25 degrees C. These responses coincided with a decrease in antioxidant activity and an increase in lipid peroxidation (LPO). After 72 h of cold exposure, a subset of plants were de-acclimated at 25 degrees C. These plants displayed reduced soluble sugar concentrations, NO emissions, NR activity and LPO. Additionally, there was an increase in anti-oxidant activity, which indicated that the plants were recovering from cold stress. Furthermore, it was found that plants maintained at 10 degrees C for 168 h acclimated to the cold by reducing the NO content and maintaining the increased sugar concentrations, thus resulting in a less intense stress response. We conclude that rapid changes in NO content, sugar concentrations and antioxidant activity are metabolic adjustments that occur during the acclimation and de-acclimation processes of this bromeliad to low temperatures. During abrupt thermal changes in subtropical regions, such adjustments could enhance cold tolerance and increase the chances of survival for this plant.",,,,,"Carvalho, Camila Pereira/Q-6912-2017; Nievola, Catarina C/L-6566-2013; Mercier, Helenice/G-2983-2012; Rodrigues, Edson/C-6792-2015","Carvalho, Camila Pereira/0000-0002-6647-2911; Mercier, Helenice/0000-0001-7431-8837; Rodrigues, Edson/0000-0003-3968-6882; Nievola, Catarina/0000-0003-0627-1357",,,,,,,,,,,,,0098-8472,1873-7307,,,,MAR,2019,159,,,,,,34,43,,10.1016/j.envexpbot.2018.12.004,http://dx.doi.org/10.1016/j.envexpbot.2018.12.004,,,,,,,,,,,,,WOS:000458595000004,View Full Record in Web of Science
J,"Huhta, V; Hanninen, SM",,,,"Huhta, V; Hanninen, SM",,,Effects of temperature and moisture fluctuations on an experimental soil microarthropod community,PEDOBIOLOGIA,,,,,,,,,,,,"We established an experiment in microcosms with coniferous forest humus and birch leaf litter for testing the effects of constant vs. diurnally fluctuating temperature and uniform vs, varying moisture, on the population densities and species richness of Collembola and Mestostigmata. These parameters and the vertical distribution of populations were analysed by layers (top, centre, bottom) at two samplings (weeks 10 and 27). The hypotheses were that populations of at least some species benefit from fluctuating microclimate, and that varying conditions permit more species to coexist than uniform conditions. At fluctuating temperature regime, four species and total Collembola were more abundant, and species richness of Collembola was higher. One mite species and total Mesostigmata were more numerous at constant temperature. One collembolan species was more abundant at varying moisture, and one mite species at constant moisture. We conclude that the data support our hypotheses, though the observed differences between treatments were not very marked. Some species appeared to share their environment vertically.",,,,,,,,,,,,,,,,,,,0031-4056,,,,,MAY,2001,45,3,,,,,279,286,,10.1078/0031-4056-00085,http://dx.doi.org/10.1078/0031-4056-00085,,,,,,,,,,,,,WOS:000168970900006,View Full Record in Web of Science
C,"Dold, P; Croll, A; Schweizer, M; Nakamura, S; Hibiya, T; Benz, KW",,"Ramachandran, N",,"Dold, P; Croll, A; Schweizer, M; Nakamura, S; Hibiya, T; Benz, KW",,,Measurement of convective temperature fluctuations in free silicon melt zones,MATERIALS RESEARCH IN LOW GRAVITY II,PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE),,,,Conference on Materials Research in Low Gravity II,"JUL 19-21, 1999","DENVER, CO",SPIE,,,,"Growing silicon crystals from free melt zones, the flow regime is usually dominated by time-dependent convection, resulting in temperature fluctuations in the melt and subsequently in irregular dopant distributions in the crystal. The contribution of buoyancy and thermocapillary convection can be separated and their specific characteristics determined by taking advantage of microgravity conditions. For quantification of convective temperature fluctuations, temperature measurements have been performed in liquid silicon zones. Both half zone (Ma approximate to 1-1.5.10(4)) and full zone (Ma approximate to 1.5-3.5.10(3)) arrangements have been investigated. In case of the latter one, temperature measurements have been performed during the growth process to analyze the relation between the temperature fluctuations and the dopant distribution. All experiments have been carried out in monoellipsoid mirror furnaces. For temperature measurements, sheathed thermocouples or graphite-coated blackbody sensors (material: fused quartz, diameter of active tip less than or equal to 300 mu m) have been used. The maximum temperature fluctuations were up to 7K in the half-zone case and 0.7K in the full-zone one. In both cases the main frequencies are in the range of 0.05 to 0.5Hz but they are slightly shifted to higher values with increasing Marangoni number. For the half-zone configuration, four thermocouples and up to two black-body sensors were inserted into the melt. Between certain pairs of thermocouples and sensors, a well developed phase correlation or 180 degrees anti-phase correlation has been detected indicating a pulsating flow regime. In the case of the floating zone experiments, a very good agreement is found between the frequency characteristic of the temperature signal and the frequency distribution of dopant irregularities.",,,,,"Croell, Arne Richard/A-2480-2013","Croell, Arne Richard/0000-0002-8673-9994",,,,,,,,,,,,,0277-786X,,0-8194-3278-4,,,,1999,3792,,,,,,314,322,,10.1117/12.351291,http://dx.doi.org/10.1117/12.351291,,,,,,,,,,,,,WOS:000081827700032,View Full Record in Web of Science
J,"de Leon, P; Bailey, BN",,,,"de Leon, Ponce Maria; Bailey, Brian N.",,,Fruit Zone Shading to Control Grape Berry Temperature: A Modeling Study,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,"Recent increases in average air temperatures and heat wave intensity can present challenges in maintain-ing grape productivity and quality. As a result, growers are exploring approaches to protect berries from excessive temperatures, however, they can be costly and time-consuming to experimentally evaluate, and results may not be generalizable. In this work, we developed and evaluated a new 3-D model that can predict metrics related to berry temperature and light interception in response to varying vineyard architecture, topography, and shade cloth density. The resulting modeling tool was applied to better understand and evaluate a range of potential vineyard design and management practices for mitigation of elevated berry temperatures in vertically trained grapevines. Model validation showed close agreement between predicted and measured temperature dynamics, which responded appropriately to the application of shade cloth. In a simulation experiment, row spacing, row orientation, slope grade and aspect, and shade cloth density were varied to evaluate their effect on berry and canopy light intercep-tion, berry temperature spikes, and integrated berry heat accumulation. On flat terrain, a northeast-southwest row orientation provided the best compromise of berry light and temperature balance between opposing vine faces while avoiding excessive berry temperatures, while north-south rows provided good daily symmetry but had risk of high afternoon berry temperatures. The efficacy of shade cloth in mitigating excessive temperatures depended strongly on all variables considered. Slopes with southern or western exposure increased the imbalance in and risk of high berry temperatures, which in some cases could not be well-managed by shade cloth. Overall, the modeling tool appears capable of providing quantitative guidance for vineyard design and management where excessive berry temperatures are of concern.",,,,,"Ponce de León, María Alejandra/AHB-7623-2022","Ponce de León, María Alejandra/0000-0002-4675-1673",,,,,,,,,,,,,0002-9254,1943-7749,,,,JUL 1,2022,73,3,,,,,175,189,,10.5344/ajev.2022.21054,http://dx.doi.org/10.5344/ajev.2022.21054,,,,,,,,,,,,,WOS:000828786900005,View Full Record in Web of Science
J,"van den Berg, TL; Brange, F; Samuelsson, P",,,,"van den Berg, Tineke L.; Brange, Fredrik; Samuelsson, Peter",,,Energy and temperature fluctuations in the single electron box,NEW JOURNAL OF PHYSICS,,,,,,,,,,,,"In mesoscopic and nanoscale systems at low temperatures, charge carriers are typically not in thermal equilibrium with the surrounding lattice. The resulting, non-equilibrium dynamics of electrons has only begun to be explored. Experimentally the time-dependence of the electron temperature (deviating from the lattice temperature) has been investigated in small metallic islands. Motivated by these experiments, we investigate theoretically the electronic energy and temperature fluctuations in a metallic island in the Coulomb blockade regime, tunnel coupled to an electronic reservoir, i.e. a single electron box. We show that electronic quantum tunnelling between the island and the reservoir, in the absence of any net charge or energy transport, induces fluctuations of the island electron temperature. The full distribution of the energy transfer as well as the island temperature is derived within the framework of full counting statistics. In particular, the low-frequency temperature fluctuations are analysed, fully accounting for charging effects and non-zero reservoir temperature. The experimental requirements for measuring the predicted temperature fluctuations are discussed.",,,,,"Van den Berg, Tineke L./M-1553-2016; Van den Berg, Tineke/AAC-3317-2020; Brange, Fredrik/X-2821-2019; Samuelsson, Peter/AGG-2168-2022; Samuelsson, Peter/C-2341-2013","Van den Berg, Tineke L./0000-0003-3271-5564; Van den Berg, Tineke/0000-0003-3271-5564; Brange, Fredrik/0000-0003-3416-6212; Samuelsson, Peter/0000-0001-5025-4832; ",,,,,,,,,,,,,1367-2630,,,,,JUL 22,2015,17,,,,,,,,75012,10.1088/1367-2630/17/7/075012,http://dx.doi.org/10.1088/1367-2630/17/7/075012,,,,,,,,,,,,,WOS:000359134100001,View Full Record in Web of Science
J,"Gong, J; Hosaka, E; Sakai, K; Ito, H; Shibata, Y; Sato, K; Nakanishi, D; Ishihara, S; Hamada, K",,,,"Gong, Jin; Hosaka, Eiichi; Sakai, Kohei; Ito, Hiroshi; Shibata, Yoshikazu; Sato, Kosei; Nakanishi, Dai; Ishihara, Shinichiro; Hamada, Kazuhiro",,,Processing and Thermal Response of Temperature-Sensitive-Gel(TSG)/Polymer Composites,POLYMERS,,,,,,,,,,,,"Temperature-sensitive gels (TSGs) are generally used in the fields of medical, robotics, MEMS, and also in daily life. In this paper, we synthesized a novel TSG with good thermal durability and a lower melting temperature below 60 degrees C. We discussed the physical properties of he TSG and found it provided excellent thermal expansion. Therefore, we proposed the usage of TSG to develop a strategic breathable film with controllable gas permeability. The TSG particles were prepared firstly and then blended with linear low-density polyethylene/calcium carbonate (LLDPE/CaCO3) composite to develop microporous TSG/LLDPE/CaCO3 films. We investigated the morphology, thermal, and mechanical properties of TSG/LLDPE/CaCO3 composite films. The film characterization was conducted by gas permeability testing and demonstration temperature control experiments. The uniformly porous structure and the pore size in the range of 5-40 m for the TSG/LLDPE/CaCO3 composite films were indicated by SEM micrographs. The demonstration temperature control experiments clearly proved the effect of the controllable gas permeability of the TSG and, more promisingly, the great practical value and application prospects of this strategic effect for the temperature-sensitive breathable film was proved.",,,,,"Gong, Jin/M-1677-2019; Ito, Hiroshi/I-7109-2018; Gong, Jin/AAR-7428-2020","Gong, Jin/0000-0002-4081-6253; Ito, Hiroshi/0000-0001-8432-8457; Gong, Jin/0000-0002-4081-6253",,,,,,,,,,,,,,2073-4360,,,,MAY,2018,10,5,,,,,,,486,10.3390/polym10050486,http://dx.doi.org/10.3390/polym10050486,,,,,,,,30966520,,,,,WOS:000435199300024,View Full Record in Web of Science
J,"Hosono, S; Irie, T; Yamamoto, J; Nakaya, M; Sakurai, Y; Kawamura, T; Iwata, Y",,,,"Hosono, Shota; Irie, Takahiro; Yamamoto, Jun; Nakaya, Mitsuhiro; Sakurai, Yasunori; Kawamura, Tomohiko; Iwata, Yoko",,,Negative temperature dependence of statolith Sr/Ca and its intraspecific variability in experimentally maintained spear squid Heterololigo bleekeri,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,,,,,,,,,,,,"The strontium-to-calcium ratio (Sr/Ca) in aragonitic shells and statoliths often depends on temperature, and has been investigated for its potential availability as a sclerochronological record of the temperatures experienced during the life of the animaL Only a few cephalopod species have been subjected to rearing experiments to validate the temperature dependence of statolith Sr/Ca despite the strong demand for estimating their historical ecology, particularly of migratory squid populations. In this context, we examined the relationship between temperature and statolith Sr/Ca in the spear squid, Heterololigo bleekeri, by maintaining wildcaught immature individuals at one of three constant temperatures: 12, 14 or 16 degrees C. A portion of statolith precipitated during the experiment was optically identified by daily increment analysis, and then subjected to Sr/Ca measurement using an electron probe micro-analyser. Regression analysis (N = 29) demonstrated the dependence of statolith Sr/Ca on temperature and the relationship was estimated as an equation Y= 9.93 (+/- 0.29) - 0.11 (+/- 0.02) X. However, similar to 90% of the total residual variance was accounted for by the among-individual variation of statolith Sr/Ca within each temperature group. Consequently, the 95% confidence interval ranged over +/- 7.85 degrees C when the temperature was estimated by inserting a Sr/Ca value into this equation. The statolith Sr/Ca values are unlikely to provide reliable estimates for absolute temperatures, but it may allow reconstruction of a time-series of relative temperatures experienced by a particular individual.",,,,,,"Hosono, Shota/0000-0001-9425-7218",,,,,,,,,,,,,0025-3154,1469-7769,,,,AUG,2022,102,5,,,,,315,321,,10.1017/S0025315422000546,http://dx.doi.org/10.1017/S0025315422000546,,AUG 2022,,,,,,,,,,,WOS:000841658600001,View Full Record in Web of Science
J,"Takahara, H; Kidokoro, H; Sakurai, Y",,,,"Takahara, Hideo; Kidokoro, Hideaki; Sakurai, Yasunori",,,"High temperatures may halve the lifespan of the Japanese flying squid, Todarodes pacificus",JOURNAL OF NATURAL HISTORY,,,,,Meeting of Cephalopod-International-Advisory-Council (CIAC),2015,"Hakodate, JAPAN",Cephalopod Int Advisory Council,,,,"The lifespan of cephalopods is known to be influenced by the environment, with faster growth and earlier spawning induced by higher than normal water temperatures. However, it is unknown if the Ommastrephid squid, Todarodes pacificus, also exhibits such plasticity, because of difficulties in rearing them. In this study, we reared juveniles of T. pacificus obtained from the wild (Wakasa Bay in the southern Sea of Japan) to adulthood at three different temperatures (13 degrees C, 17 degrees C and 20 degrees C) to understand the impact of water temperature on its lifespan. Mantle lengths of these juveniles ranged from 57.2 to 103.0 mm (about 4-5 months after hatching) at the beginning of the experiment. They were fed a diet of anchovy and saury once or twice daily, and the day/night cycle was set to 12 hours each. Males reared at 17 degrees C and 20 degrees C began to show signs of sexual maturation after 20 days, whereas those reared at 13 degrees C began to mature only after 40 days, and mating behaviour was observed after 30 days at 20 degrees C. Females reared at 20 degrees C began to show signs of sexual maturation after 30 days. The mantle length of mature individuals ranged from 113 to 147 mm, a mantle length this low at maturity being rarely observed in the field. These results demonstrate that just as in the case of other cephalopods, the lifespan of T. pacificus is also influenced by the environment, and may be halved under conditions of higher than normal temperatures.",,,,,,"Kidokoro, Hideaki/0000-0001-9908-2410",,,,,,,,,,,,,0022-2933,1464-5262,,,,,2017,51,43-44,,,,,2607,2614,,10.1080/00222933.2016.1244297,http://dx.doi.org/10.1080/00222933.2016.1244297,,,,,,,,,,,,,WOS:000413525600004,View Full Record in Web of Science
J,"Chen, LW; Sun, S; Gao, S; Zhao, CH; Wang, C; Sun, ZY; Jiang, J; Zhang, ZZ; Yu, PF",,,,"Chen, Liwei; Sun, Shang; Gao, Shan; Zhao, Chunhui; Wang, Chao; Sun, Zhenya; Jiang, Jing; Zhang, Zezhan; Yu, Peifeng",,,Multi-spectral temperature measurement based on adaptive emissivity model under high temperature background,INFRARED PHYSICS & TECHNOLOGY,,,,,,,,,,,,"When the object surface temperature in high temperature environment is measured by multi-spectral temperature measurement method, the radiation generated by the reflection of the high temperature background on the surface of the object and the radiation emitted by the object itself are both received by the pyrometer. For one thing, the amount of radiation received by the pyrometer increases. On the other hand, the surface emissivity model may change. So a large temperature measurement error may occur. In order to accurately measure the true surface temperature of an object in a high temperature environment, a multi-spectral temperature measurement method based on adaptive emissivity model is proposed in this paper. First, BP neural network is used to identify the shape of spectral data and obtain the correspondence between spectral data and emissivity model, then output the emissivity model that conforms to the measured target and specific environment. Moreover, the traditional NSGA-II algorithm (Non-dominant sorting genetic algorithm-II) is prone to falling into local optimal solutions and the numerical values obtained are not accurate enough. In this paper, the concepts of clustering algorithm, difference operator and symmetrical solution are introduced in the process of crossover and mutation, and then the new algorithm of INSGA-II (Improved Non-dominant sorting genetic algorithm-II)) is proposed. On the basis of this algorithm, the emissivity model of BP network is combined to solve the target true temperature. The experimental results show that the maximum temperature measurement error can reach 60 K if the influence of high temperature background is ignored. After removing the influence of high temperature background, the non-adaptive emissivity model was used to obtain the maximum temperature error of 30 K, and the fluctuation between adjacent temperature points was large. The multi-spectral temperature measurement method based on adaptive emissivity model proposed in this paper can obtain more accurate temperature measurement results with the maximum error of 8 K.",,,,,,"Gao, Shan/0000-0003-1950-0729",,,,,,,,,,,,,1350-4495,1879-0275,,,,DEC,2020,111,,,,,,,,103523,10.1016/j.infrared.2020.103523,http://dx.doi.org/10.1016/j.infrared.2020.103523,,,,,,,,,,,,,WOS:000599507500006,View Full Record in Web of Science
C,"Abdullah-Al-Mamun, M; Al-Younis, W; Wijerathna, E; Voelz, D",,"Anguita, JA; Bos, JP; Wayne, DT",,"Abdullah-Al-Mamun, Mohammad; Al-Younis, Wardeh; Wijerathna, Erandi; Voelz, David",,,Beam Trajectory Studies of Diurnal Refraction Effects for a Near- Ground Path involving Numerical Weather Prediction and Time- Lapse Imaging Measurements,LASER COMMUNICATION AND PROPAGATION THROUGH THE ATMOSPHERE AND OCEANS X,Proceedings of SPIE,,,,Conference on Laser Communication and Propagation through the Atmosphere and Oceans X held as part of SPIE Optical Engineering and Applications Conference,"AUG 01-05, 2021","San Diego, CA",SPIE,,,,"The performance of free space optical applications depends on accurate estimation of the trajectory of optical beams through the atmosphere. In situations where a signal at the wavelength of interest is not available at the target, the propagation path of an optical beam may be predicted based on the refractive index gradient profile of the atmosphere, typically using standard models such as the 1976 US Standard Atmosphere. However, the actual refractive conditions evolve with time and the formation of features, such as inverse temperature layers and ducts, can introduce strong refractive index gradients. We present ray tracing studies involving modeling and measurements of the effects of near-ground atmospheric refraction on near-horizontal beam propagation during daytime along a desert path at the Jornada Experimental Range in Las Cruces, NM. The amplitude of the diurnal deviation of the ray trajectory of a 1550-nm source is observed in simulation results where the refractivity profile was generated from numerical weather prediction. Visible time-lapse camera measurements of diurnal differential image effects (compression/stretch) are also compared with results predicted by numerical weather modeling. Additionally, a duct-like refractivity profile occurring in the morning at the site and whose parameters are estimated from time-lapse imagery, is imposed on the US standard atmosphere and the resulting differential trajectory effects are demonstrated.",,,,,"Abdullah-Al-Mamun, Mohammad/AAR-3239-2021","Abdullah-Al-Mamun, Mohammad/0000-0001-6241-7395",,,,,,,,,,,,,0277-786X,1996-756X,978-1-5106-4507-3; 978-1-5106-4506-6,,,,2021,11834,,,,,,,,118340P,10.1117/12.2594927,http://dx.doi.org/10.1117/12.2594927,,,,,,,,,,,,,WOS:000792646800021,View Full Record in Web of Science
J,"D'Aleo, FP; Prasser, HM",,,,"D'Aleo, Francesco Paolo; Prasser, Horst-Michael",,,"Design, calibration and testing of a thin film temperature gauge array for temperature and heat flux measurements in fluid mixing experiments",FLOW MEASUREMENT AND INSTRUMENTATION,,,,,,,,,,,,"Material aging (thermal fatigue) in nuclear power plant piping systems due to thermal fluctuations has been identified as a high ranking safety issue (NEA/CSNI/R(2007)13 (2008)[19]). In order to provide a reliable assessment of potential material stresses the temperature fluctuations need to be well characterized as an input entity for analytical investigations. This contribution presents a sensor able to characterize thermal fluctuations on the wall-an entity necessary as input to analytical investigation. An array of resistive temperature detectors (RTDs) based on a micro patterned thin film platinum resistor has been built. The sensors are located in a glass substrate (40 x 53 mm(2)), in which the platinum resistors and the electrical contact leads are embedded. The operational temperature range is below 0 degrees C up to 200 degrees C, the temperature coefficient of resistivity (TCR) is 0.0011 degrees C-1 with a high correlation coefficient, and the thermal time constant has been verified at about 30 ms. Such sensors can be used to measure and characterize ill terms of frequency and amplitude of thermal fluctuations at the inner wall of T-junction pipelines in order to evaluate the heat flux through the wall and thus the heat transfer coefficient. (C) 2012 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,0955-5986,1873-6998,,,,APR,2012,24,,,,,,29,35,,10.1016/j.flowmeasinst.2012.03.002,http://dx.doi.org/10.1016/j.flowmeasinst.2012.03.002,,,,,,,,,,,,,WOS:000305310000005,View Full Record in Web of Science
